"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","968462100112.024","940230674768.237","999199633220.047","994939261743.308","937402617340.089","932075243417.613","837804607035.923","923622341680.657","950558395291.571","980347162530.885","947802034057.236","821586094296.616","894263496403.46","909748964086.017","1023022746676.66","1257924182661.53","1628132630098.83","2040036527869.14","2467590122723.83","3173623845454.39","3929049124644.69","3114717816270.35","3659632190936.29","4444804663240.09","4641048426844.03","4920928160403.57","4646593520129.38","3627106551426.51","3490782809413.07","3912599713398.07","4073645764077.82","4153453159866.14","3876733319266.95",
"Togo","TGO","GDP (current US$)","NY.GDP.MKTP.CD","121128073.114022","126396469.707058","132237441.630863","143255784.510751","166104067.630043","187300336.365369","216136263.912497","231706475.464114","241956910.658103","267732446.378413","253976626.166639","286537524.990331","335677636.893737","406479906.159652","560437742.594972","617321669.390877","619375134.18051","777435020.475847","824263841.539264","891775906.631014","1136408814.19692","962347000.991788","821651918.724626","765746590.616849","718148959.610872","762359722.701402","1060911735.26065","1249099130.02277","1378847487.41137","1352949662.75172","1628427515.41881","1602299862.9243","1692959110.18022","1233496846.33493","982624324.505898","1309382885.33029","1465448290.34132","1498950899.08774","1587345950.9743","1576672791.65481","1491891107.95711","1482437752.05739","1706698099.44513","2115836353.1204","2259992642.29014","2281482855.46518","2351584608.41123","2662612348.44099","3323677130.04484","3379258564.97242","3429461495.41335","3872459249.74631","3873308389.30006","4321655656.33177","4574986536.90791","4180866177.03946","6031632168.17391","6395472574.41445","7112200725.00232","7220395247.7424","7574636978.66173",
"Thailand","THA","GDP (current US$)","NY.GDP.MKTP.CD","2760747471.88624","3034043574.06071","3308912796.93487","3540403456.55305","3889129942.30769","4388937649.03846","5279230817.30769","5638461442.30769","6081009427.88461","6695336567.30769","7086538437.5","7375000024.03846","8177884552.88461","10838587357.7466","13703000530.0587","14882747955.0328","16985211146.0238","19779315170.0237","24006570178.1561","27371699082.7126","32353440726.8856","34846107862.3673","36589797857.4006","40042826244.2337","41797592963.4424","38900692712.1496","43096746122.4614","50535438696.4094","61667199834.7428","72250877410.3183","85343063965.9182","98234695722.0341","111452869378.467","128889318946.587","146683499005.964","169278753531.98","183035114648.4","150180619366.605","113675561057.462","126669064386.717","126392233706.79","120296476180.402","134300851255.002","152280677649.055","172895749632.046","189318549680.384","221758196504.936","262942476722.425","291382991177.698","281710416557.292","341104820155.464","370819140946.553","397558222957.17","420333203150.426","407339454060.678","401296437424.995","413366150655.591","456356961443.497","506611070188.362","544263840039.166","501643653514.925",
"Tajikistan","TJK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2629395852.11903","1352000000","2156666666.66667","1644325581.39535","1518796992.4812","1231040564.3739","1043654822.33503","921572114.529611","1320242080.86531","1086605267.40992","860521119.298753","1080768906.5003","1221120798.81336","1555301496.04756","2076182460.86517","2312327536.41789","2830220713.07301","3719506172.83951","5161337336.40365","4979481980.35098","5642178579.58438","6522732202.50748","7633049792.09321","8448469837.53831","9112544556.05962","8271454300.59548","6992393787.40891","7536439875.08334","7765014424.33779","8300784856.87904","8194150301.78552",
"Turkmenistan","TKM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2331358819.75985","3010982414.24364","3006988216.55077","3189539641.31585","","1600000000","3340000000","2564705882.35294","2483809523.80952","2378759975.44506","2450374944.86105","2605660026.06591","2450513196.48094","2904732773.48312","3534803921.56863","4461978498.86577","5977560877.44013","6838351088.46688","8103901996.37024","10276674364.8961","12664165103.1895","19271523178.8079","20214385964.9123","22583157894.7368","29233333333.3333","35164210526.3158","39197543859.6491","43524210526.3158","35799714285.7143","36169428571.4286","37926285714.2857","40765428571.4286","45231428571.4286","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (current US$)","NY.GDP.MKTP.CD","","84140069282.351","92113796550.6558","93696328249.5648","103890605689.472","111547757885.577","122805004113.18","124961669642.664","133950534427.911","149579912224.481","163015231630.576","181262637025.468","203589128074.352","273159243891.123","357287853747.953","373507163230.681","410183004560.368","451330754859.007","510038452103.775","607149527030.373","742550513647.284","851655980487.216","784911940252.982","680590824434.68","676615199612.323","707251912755.76","709956566563.517","750093767804.151","838089204662.793","863946310383.414","1038065372867.68","1121934590251.04","1230628370183.93","1435306410895.37","1687108368415.41","1833716919933.65","1993066196164.35","2186263806342.03","2199609601018.69","1968530757708.34","2177400505299.54","2119382460753.22","1886133503624.75","1920990781315.52","2224990728459.06","2709273103155.35","3186252422899.56","3773589067887.4","4407523301888.39","4129489049517.68","5159145710518.17","5885157581447","5942534525836.88","6090591227709.38","6209687027074.94","5142581183179.56","5014502216212.1","5590908813814.48","5462065046114.01","5376512716922.14","4478206456171.96",
"Timor-Leste","TLS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367087900","477443500","469506700","490439100","440764600","462283600","453805100","542795400","648492700","726882400","881827800","1042411500","1160389500","1395519600","1447307100","1594410900","1650618500","1615609700","1583876200","2047931700","1902156800",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","23598030672.0572","24597066916.4579","26628624968.3914","29296104890.4488","32503318992.9624","36710755341.4765","42086849126.5161","50218671624.4264","66663188760.9678","101622378921.642","118246390598.965","145958720981.214","168917789124.099","181557433368.636","226457249968.954","271186214027.669","264651939812.785","303545092933.064","341133659368.506","361164360731.103","393775766785.773","442523317255.315","386998173385.759","355278070297.493","357270529707.339","502613125061.16","260425469797.352","286788732889.473","294463288520.077","315701355265.223","367911230846.822","424486868010.388","448650738638.589","457187340911.521","497321516549.255","527700094132.4","533950939517.417","519901603293.931","567773701363.921","674691194233.768","796900907192.594","924582928587.298","1134071682226.52","1400054633003.49","1364471762068.68","1569843087809.95","1554442275271.21","1687730610902.07","1558299591867.65","1533666762442.83","1371893866853.23","1388491277724.43","1368561900925.74","1303939963622.84","1326402130261.11","1180179221398",
"Tonga","TON","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","32506741.7201204","30036416.9619944","34139387.8908849","41567471.6721987","44667002.0120724","53260077.4311091","62242013.3302689","62068161.0711025","60863963.963964","64248354.5414656","60058663.3144773","68195855.6149733","81667133.4546982","106657267.367342","106344854.986095","113563821.577404","132201141.446861","137066290.550071","138489884.393064","195990986.21421","208871665.748682","222100576.345483","214991452.314998","191504892.761394","199214633.22171","204849612.592276","181116952.7897","182763693.916873","202246959.690276","230657965.488586","261797606.149719","292232117.078998","298513956.159185","344428609.006734","312377379.297118","366840012.442325","414523388.461329","470714083.426751","450643615.180528","439878828.008608","437006227.162781","420540178.571429","460379144.989821","489235527.395387","512350059.421629","488829964.070819",
"South Asia (IDA & IBRD)","TSA","GDP (current US$)","NY.GDP.MKTP.CD","47170699606.9233","50331770780.8139","53721519494.2269","60426255394.5899","69179494304.1268","74296512694.0871","62475116958.2954","68733357253.0769","72039818016.715","79195490145.2863","85737283039.6523","91195879601.4184","91680529302.1745","104812500642.22","126972253469.314","135907831613.683","132647805505.076","153599832378.001","174773663985.822","195751155053.95","236032168287.024","250213642682.993","258869159759.911","274032732754.838","272757831561.659","296599020652.925","314128066863.644","348793876693.9","374789764145.447","378225266722.401","407187370820.238","362262532165.61","384733617428.084","381100277389.042","432324272247.724","479849581301.107","524970419712.2","550712123644.937","558424594165.819","598323918709.828","630429061929.228","645870123668.464","677627487567.085","791002717916.674","917089339402.252","1050585317863.97","1196088039743.31","1504193483987.56","1527472685559.4","1683433843105.38","2060781299767.88","2274546308870.42","2300089514184.29","2359608787133.33","2584563411971.5","2699434735086.46","2926447614196.87","3348108849820.74","3436593922937.52","3597252024123.45","3386420411905.1",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP (current US$)","NY.GDP.MKTP.CD","29256532090.7405","30399112540.2887","32935785080.3467","37733792292.1201","36852715886.5392","41045869782.6289","44287801532.6859","43782915245.1408","46815401764.6059","53532472396.3292","62991963307.3973","64067519833.0789","72387598708.2903","92612631777.2487","120766914743.457","133346059857.742","144506215592.049","159023003773.929","176000613172.397","211622270683.656","266688191801.507","371701617611.238","342103024349.179","298020659236.448","260391415116.603","247076779606.966","254612367258.495","289890545299.317","297673417902.435","296073435812.46","333833598083.062","337595629022.647","337902194417.95","331669529598.496","323848855899.918","376301675799.109","392778997209.675","407729336582.364","394588497600.431","398470093263.705","422926100652.815","405828145793.529","441129110885.885","555975556347.542","691267681479.247","821025249638.686","967870949472.875","1121552075251.01","1274199016669.52","1218832662279","1438109346184.93","1613384684446.11","1677242194703.11","1784347945822.36","1835235792265.85","1679376809348.15","1562566509447.55","1667997124634.6","1753414899266.08","1802947974476.53","1703403090966.09",
"Trinidad and Tobago","TTO","GDP (current US$)","NY.GDP.MKTP.CD","535670127.748935","584961208.656595","619319197.340022","678235373.038558","711893367.55527","736568861.926151","723735635.536371","761981474.023359","758899950","779200000","821850000","896754316.674262","1083381044.08473","1308799458.96284","2042031901.42217","2442667573.04821","2500410583.79177","3138666666.66667","3562333458.33333","4602416625","6235833333.33333","6992083333.33333","8140416666.66667","7763750000","7757083333.33333","7375918367.34694","4794444444.44444","4797777777.77778","4496852073.46896","4323058823.52941","5068000000","5307905882.35294","5439552941.17647","4669488516.37981","4947205860.01451","5329214163.22001","5759537726.26601","5737751331.63779","6043694330.21609","6808982520.75759","8154338232.95978","8824873259.32105","9008273720.93395","11305459802.0683","13280275123.0354","15982282462.3786","18369361094.3886","21641620049.9352","27871587349.5413","19172165225.5015","22157948396.2042","25433011405.3017","25763220107.0051","27268478564.5547","27615843098.0949","24959858249.4433","22386264807.3174","22385426653.883","23679919654.9891","23208326547.5327","21588037504.9992",
